Station	Day	Month	Year	Lat	Long	Gear	Start.Depth	End.Depth	Family	Genus	Species	M.F	Life.Stage	Time.of.Day.	Parent.Jar	Expedition
1037934	14	6	1981	35.0583	-33.045	RMT8M/2	1200	1295	Eupausiidae	NA	NA	NA	NA	Night	Yes	Late_Discovery
1037941	14	6	1981	35.0983	-32.9433	RMT8M/1	1400	1495	Eupausiidae	NA	NA	NA	NA	Night	Yes	Late_Discovery
1037941	14	6	1981	35.0983	-32.9433	RMT8M/1	1400	1495	Eupausiidae	NA	NA	NA	NA	Night	Yes	Late_Discovery
1037906	11	6	1981	35.0467	-33.1383	RMT8	400	500	Eupausiidae	Hansarsia	Hansarsia tenella	M	NA	Day	No	Late_Discovery
1037622	28	5	1981	32.9833	-33.36	RMT8	300	420	Eupausiidae	NA	NA	NA	NA	Night	Yes	Late_Discovery
1037941	14	6	1981	35.0983	-32.9433	RMT8M/1	1400	1495	Eupausiidae	NA	NA	NA	NA	Night	Yes	Late_Discovery
1037941	14	6	1981	35.0983	-32.9433	RMT8M/1	1400	1495	Eupausiidae	NA	NA	NA	NA	Night	Yes	Late_Discovery
826500	27	2	1973	32.16	-27.1883	RMT8	0	1000	Eupausiidae	NA	NA	NA	NA	NA	Yes	Late_Discovery
828135	18	3	1973	31.8583	-63.6617	RMT8	2000	1520	Eupausiidae	Thysanopoda	Thysanopoda cornuta	F	Adult	Day	No	Late_Discovery
827600	6	3	1973	31.92	-54.2367	RMT8	0	1000	NA	NA	NA	NA	NA	NA	No	Late_Discovery
996919	23	2	1979	-58.675	17.9683	ENGINEFILTERS	NA	NA	Eupausiidae	NA	NA	NA	NA	NA	No	Late_Discovery
785654	0	5	1972	29.685	-23.195	RMT8	2000	1500	Eupausiidae	NA	NA	NA	NA	Day	Yes	Late_Discovery
771140	24	5	1971	52.9133	-20.3683	RMT8	1250	1005	Eupausiidae	NA	NA	NA	NA	Day	Yes	Late_Discovery
740613	3	10	1970	39.89	-20.3017	RMT8	50	30	Eupausiidae	Euphasuia	Euphausia krohnii	F	Adult	NA	No	Late_Discovery
740612	3	10	1970	39.83	-20.2583	RMT8	100	52	Eupausiidae	Meganyctiphanes	Meganyctiphanes norvegica	F	Sub Adult	NA	No	Late_Discovery
740612	3	10	1970	39.83	-20.2583	RMT8	100	52	Eupausiidae	Meganyctiphanes	Meganyctiphanes norvegica	F	Adult	NA	NA	Late_Discovery
711001	30	11	1969	27.18	-15.6367	RMT8B	1000	0	Eupausiidae	Thysanopoda	Thysanopoda cornuta	NA	NA	NA	No	Late_Discovery
706001	26	10	1969	20.54	-22.6483	RMT8B	1000	0	NA	NA	NA	NA	NA	NA	No	Late_Discovery
708926	16	11	1969	17.8733	-25.4267	RMT8	100	49	Eupausiidae	NA	NA	NA	NA	NA	No	Late_Discovery
708933	18	11	1969	17.6833	-25.4467	RMT1	10	0	Eupausiidae	NA	NA	NA	NA	Night	Yes	Late_Discovery
708917	15	11	1969	17.715	-25.1983	RMT1	600	505	Eupausiidae	NA	NA	NA	NA	NA	Yes	Late_Discovery
708909	13	11	1969	17.8767	-25.425	RMT1H	700	610	Eupausiidae	NA	NA	NA	NA	Day	Yes	Late_Discovery
708909	13	11	1969	17.8767	-25.425	N113H	700	610	Eupausiidae	NA	NA	NA	NA	Day	Yes	Late_Discovery
706401	27	10	1969	19.9717	-23.5267	RMT1B	71000	0	Eupausiidae	Hansarsia	Hansarsia atlantica	NA	NA	NA	Yes	Late_Discovery
706101	27	10	1969	20.2	-22.9667	RMT8B	1000	0	Eupausiidae	Hansarsia	Hansarsia atlantica	NA	NA	NA	Yes	Late_Discovery
6689	8	3	1968	NA	NA	TMT85	1000	0	Eupausiidae	Hansarsia	Hansarsia atlantica	NA	NA	NA	Yes	NA
6689	8	3	1968	NA	NA	N113B	1000	0	Eupausiidae	Hansarsia	Hansarsia atlantica	NA	NA	NA	Yes	NA
6689	8	3	1968	NA	NA	N113B	1000	0	NA	NA	NA	NA	NA	NA	No	NA
664201	5	2	1968	NA	NA	N113H	1500	0	NA	NA	NA	NA	NA	NA	No	Late_Discovery
6686	6	3	1968	NA	NA	N113B	1000	0	NA	NA	NA	NA	NA	NA	No	NA
6687	7	3	1968	NA	NA	N113B	1010	0	NA	NA	NA	NA	NA	NA	No	NA
6675	2	3	1968	NA	NA	N113B	1000	0	NA	NA	NA	NA	NA	NA	No	NA
6690	9	3	1968	NA	NA	N113B	1000	0	NA	NA	NA	NA	NA	NA	No	NA
6674	1	3	1968	NA	NA	N113B	1000	0	NA	NA	NA	NA	NA	NA	No	NA
6675	2	3	1968	NA	NA	N113B	1000	0	Eupausiidae	Hansarsia	Hansarsia atlantica	NA	NA	NA	Yes	NA
666202	14	2	1968	11.0783	-19.94	TMT85	200	100	Eupausiidae	NA	NA	NA	NA	NA	No	Late_Discovery
6199	22	11	1966	NA	NA	EMT	515	0	Eupausiidae	NA	NA	NA	NA	NA	No	NA
6165	8	11	1966	NA	NA	EMT	510	0	Eupausiidae	NA	NA	NA	NA	NA	No	NA
6140	28	10	1966	NA	NA	1KMTB	NA	NA	Eupausiidae	NA	NA	NA	NA	NA	No	NA
6130	24	10	1966	NA	NA	EMT	NA	NA	Eupausiidae	NA	NA	NA	NA	NA	Yes	NA
5777	NA	NA	NA	NA	NA	NF113H	90	NA	Eupausiidae	NA	NA	NA	NA	NA	No	NA
5818	NA	NA	NA	NA	NA	N113H	366	0	Eupausiidae	NA	NA	NA	NA	NA	No	NA
5816	NA	NA	NA	NA	NA	N113H	280	0	Eupausiidae	NA	NA	NA	NA	NA	No	NA
5816	NA	NA	NA	NA	NA	N113H	290	0	Eupausiidae	NA	NA	NA	NA	NA	No	NA
5819	NA	NA	NA	NA	NA	NA	NA	NA	Eupausiidae	Hansarsia	NA	NA	NA	NA	No	NA
5823	NA	NA	NA	NA	NA	N113H	NA	NA	Eupausiidae	Hansarsia	Hansarsia tenella	NA	NA	NA	No	NA
4668	17	8	1961	NA	NA	N100B	390	0	Eupausiidae	Euphasuia	Euphausia krohnii	NA	NA	NA	Yes	NA
5368	2	5	1964	NA	NA	1KMT	200	0	Eupausiidae	NA	NA	NA	NA	NA	No	NA
5395	26	5	1964	NA	NA	1KMTB	100	0	Eupausiidae	NA	NA	NA	NA	NA	No	NA
620	19	2	1931	-59.2	-40.39166667	N70B	162	0	Eupausiidae	NA	NA	NA	NA	NA	No	Early_Discovery
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	NA
708928	17	11	1969	17.6583	-25.3267	RMT8	25	10	Eupausiidae	NA	NA	NA	NA	NA	No	Late_Discovery
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	NA
373	22	1	1929	-35.66666667	-35.66666667	N100B	85	0	Eupausiidae	Euphasuia	Euphausia superba	NA	NA	NA	No	William_Scoresby
NA	NA	NA	NA	NA	NA	NA	NA	NA	Eupausiidae	Euphasuia	Euphausia brevis	NA	Larvae	NA	Yes	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	NA
1037823	9	6	1981	32.4483	-29.87	RMT8	NA	NA	Eupausiidae	Stylocheiron	Stylocheiron abbreviatum	F	NA	NA	No	Late_Discovery
NA	NA	NA	NA	NA	NA	NA	NA	NA	Eupausiidae	Nyctiphanes	NA	NA	NA	NA	Yes	NA
196	14	4	1928	-38.63333333	-38.63333333	N70V	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	Juvenile	NA	No	William_Scoresby
197	17	4	1928	-40.83333333	-40.83333333	N70V	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	Juvenile	NA	Yes	William_Scoresby
198	19	4	1928	-42.86666667	-42.86666667	N70V	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	Juvenile	NA	Yes	William_Scoresby
199	20	4	1928	-44.16666667	-44.16666667	N70V	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	Juvenile	NA	No	William_Scoresby
200	21	4	1928	-46.53333333	-46.53333333	N70V	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	Juvenile	NA	Yes	William_Scoresby
201	22	4	1928	-50.2	-50.2	N70V	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	Juvenile	NA	Yes	William_Scoresby
202	23	4	1928	-52.86666667	-52.86666667	N70V	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	Juvenile	NA	Yes	William_Scoresby
307	7	10	1928	-30.525	-30.525	N70V	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	Juvenile	NA	No	William_Scoresby
310	8	10	1928	-28.63333333	-28.63333333	N70V	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	Juvenile	NA	No	William_Scoresby
4726	10	9	1961	NA	NA	1KMT	70	0	Eupausiidae	NA	NA	NA	NA	NA	No	NA
4244	3	11	1959	NA	NA	1KMT	125	0	Eupausiidae	NA	NA	NA	NA	NA	No	NA
4932	6	6	1962	NA	NA	1KMT	90	0	Eupausiidae	NA	NA	NA	NA	NA	No	NA
4756	NA	NA	NA	NA	NA	BCMT	130	0	Eupausiidae	NA	NA	NA	NA	NA	No	NA
4758	NA	NA	NA	NA	NA	BCMT	170	0	Eupausiidae	NA	NA	NA	NA	NA	No	NA
4942	NA	NA	NA	NA	NA	BCMT	140	0	Eupausiidae	NA	NA	NA	NA	NA	No	NA
4917	NA	NA	NA	NA	NA	BCMT	100	0	Eupausiidae	NA	NA	NA	NA	NA	No	NA
4769	12	10	1961	NA	NA	BCMT	175	0	Eupausiidae	NA	NA	NA	NA	NA	No	NA
4668	NA	NA	NA	NA	NA	N100B	390	0	Eupausiidae	NA	NA	NA	NA	NA	No	NA
4721	NA	NA	NA	NA	NA	N100B	100	0	Eupausiidae	NA	NA	NA	NA	NA	Yes	NA
4759	NA	NA	NA	NA	NA	N100B	100	0	Eupausiidae	NA	NA	NA	NA	NA	No	NA
4769	NA	NA	NA	NA	NA	N100B	100	0	Eupausiidae	NA	NA	NA	NA	NA	No	NA
4755	NA	NA	NA	NA	NA	N100V	1000	0	Eupausiidae	NA	NA	NA	NA	NA	No	NA
4670	NA	NA	NA	NA	NA	1KMT	510	0	Eupausiidae	NA	NA	NA	NA	NA	No	NA
4719	NA	NA	NA	NA	NA	1KMT	800	550	Eupausiidae	NA	NA	NA	NA	NA	No	NA
4734	NA	NA	NA	NA	NA	1KMT	810	700	Eupausiidae	NA	NA	NA	NA	NA	No	NA
4751	NA	NA	NA	NA	NA	1KMT	100	0	Eupausiidae	NA	NA	NA	NA	NA	No	NA
5372	5	5	1964	NA	NA	1KMT	180	0	Eupausiidae	NA	NA	NA	NA	NA	No	NA
4762	NA	NA	NA	NA	NA	1KMT	NA	NA	Eupausiidae	Thysanopoda	Thysanopoda cristata	F	NA	NA	No	NA
4986	NA	NA	NA	NA	NA	1KMT	NA	NA	Eupausiidae	Thysanopoda	Thysanopoda cristata	M	NA	NA	No	NA
256	23	6	1927	-35.23333333	6.816666667	TYF	NA	NA	Eupausiidae	Thysanopoda	Thysanopoda pectinata	F	NA	NA	No	Early_Discovery
5372	NA	NA	NA	NA	NA	1KMT	NA	NA	Eupausiidae	Thysanopoda	Thysanopoda tricuspidata	NA	NA	NA	No	NA
679	29	4	1931	-26.10833333	-30.10416667	TYFB	NA	NA	Eupausiidae	Thysanopoda	Thysanopoda pectinata	M	NA	NA	No	Early_Discovery
689	6	5	1931	-5.995833333	-29.825	TYFB	NA	NA	Eupausiidae	Thysanopoda	Thysanopoda monacantha	M	NA	NA	No	Early_Discovery
3475	19	9	1956	NA	NA	1KMT	1000	0	Eupausiidae	NA	NA	NA	NA	NA	No	NA
43	3	4	1926	0	0	N100H	0	5	Eupausiidae	Euphasuia	Euphausia superba	NA	NA	NA	No	Early_Discovery
2683	20	6	1950	-0.9	90	N100B	NA	NA	Eupausiidae	Hansarsia	Hansarsia gracilis	M	NA	NA	No	Early_Discovery
4	30	1	1926	-36.91666667	-12.2	N100	NA	NA	Eupausiidae	Hansarsia	Hansarsia megalops	F	NA	NA	No	Early_Discovery
4	30	1	1926	-36.91666667	-12.2	N100	NA	NA	Eupausiidae	Hansarsia	Hansarsia megalops	M	NA	NA	No	Early_Discovery
390	17	4	1930	-56.15833333	-56.75	N100B	NA	NA	Eupausiidae	Hansarsia	Hansarsia megalops	M	NA	NA	No	Early_Discovery
3162	NA	NA	NA	NA	NA	N100B	NA	NA	Eupausiidae	Hansarsia	Hansarsia megalops	M	NA	NA	No	NA
3233	15	5	1955	NA	NA	NB70V	500	0	Eupausiidae	Stylocheiron	Stylocheiron longicorne	M	NA	NA	No	NA
3233	15	5	1955	NA	NA	1KMTB	500	0	Eupausiidae	Stylocheiron	Stylocheiron longicorne	F	NA	NA	No	NA
4757	30	9	1961	NA	NA	N100B	800	0	Eupausiidae	Stylocheiron	Stylocheiron affine	NA	NA	NA	No	NA
829	18	11	1932	-51.71333333	-50.52833333	NB70V	270	84	Eupausiidae	Stylocheiron	Stylocheiron maximum	M	NA	NA	No	Early_Discovery
NA	NA	NA	NA	NA	NA	NA	NA	NA	Eupausiidae	Stylocheiron	Stylocheiron carinatum	NA	NA	NA	No	NA
5186	13	11	1965	NA	NA	N113H	280	0	Eupausiidae	Euphasuia	Euphausia gibboides	NA	Larvae	NA	Yes	NA
4732	12	11	1961	NA	NA	1KMT	80	0	Eupausiidae	Euphasuia	Euphausia gibboides	NA	Larvae	NA	Yes	NA
5808	5	11	1965	NA	NA	NF70V	50	0	Eupausiidae	Euphasuia	Euphausia gibboides	NA	Larvae	NA	No	NA
5819	17	11	1965	NA	NA	N113H	50	0	Eupausiidae	Euphasuia	Euphausia gibboides	NA	Larvae	NA	No	NA
3290	10	9	1955	NA	NA	N70H	5	0	Eupausiidae	Euphasuia	Euphausia krohnii	NA	Larvae	NA	Yes	NA
3291	11	9	1955	NA	NA	N70B	200	0	Eupausiidae	Euphasuia	Euphausia krohnii	NA	Larvae	NA	Yes	NA
3179	26	9	1954	NA	NA	N70B	1000	0	Eupausiidae	Euphasuia	Euphausia krohnii	NA	Larvae	NA	Yes	NA
3288	8	9	1955	NA	NA	N70B	250	0	Eupausiidae	Euphasuia	Euphausia krohnii	NA	Larvae	NA	Yes	NA
4732	12	9	1961	NA	NA	1KMT	NA	NA	Eupausiidae	Euphasuia	Euphausia gibboides	NA	Larvae	NA	Yes	NA
125	19	12	1936	-53.475	-36.34166667	N100H	70	NA	Eupausiidae	NA	NA	M	NA	NA	No	Early_Discovery
6687	7	3	1968	NA	NA	N113B	1000	0	Eupausiidae	NA	NA	NA	NA	NA	Yes	NA
255	22	8	1928	-44.16666667	-44.16666667	N70V	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	Juvenile	NA	No	William_Scoresby
501	3	1	1930	-63.96666667	-63.96666667	N70V	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	Juvenile	NA	Yes	William_Scoresby
524	2	3	1930	-43	-43	N70V	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	Juvenile	NA	No	William_Scoresby
527	30	3	1930	-45.58333333	-45.58333333	N70V	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	Juvenile	NA	No	William_Scoresby
529	2	4	1930	-53.75	-53.75	N70V	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	Juvenile	NA	Yes	William_Scoresby
534	22	1	1931	-35.65	-35.65	N70V	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	Juvenile	NA	Yes	William_Scoresby
540	27	1	1932	-21.35	-21.35	N70V	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	Juvenile	NA	Yes	William_Scoresby
570	NA	NA	NA	NA	NA	N70V	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	Juvenile	NA	Yes	William_Scoresby
572	24	3	1931	-37.68333333	-37.68333333	N70V	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	Juvenile	NA	No	William_Scoresby
573	25	3	1931	-37.8	-37.8	N70V	NA	NA	Eupausiidae	Euphasuia	Euphausia superba	NA	Juvenile	NA	No	William_Scoresby
64	22	5	1926	-48.56666667	-53.575	N70H	90	0	NA	NA	NA	NA	NA	NA	No	Early_Discovery
6700	16	3	1968	NA	NA	TMT85	400	300	Eupausiidae	NA	NA	NA	NA	NA	No	NA
6674	1	3	1968	NA	NA	TMT85	1000	0	Eupausiidae	NA	NA	NA	NA	NA	No	NA
6686	6	3	1969	NA	NA	N113B	1000	0	Eupausiidae	Hansarsia	Hansarsia atlantica	NA	NA	NA	Yes	NA
6687	6	3	1968	NA	NA	TMT85	1000	0	Eupausiidae	NA	NA	NA	NA	NA	No	NA
6690	9	3	1968	NA	NA	N113	1000	0	Eupausiidae	Hansarsia	Hansarsia atlantica	NA	NA	NA	Yes	NA
669502	13	3	1968	NA	NA	TMT85	500	400	Eupausiidae	Hansarsia	Hansarsia atlantica	NA	NA	NA	Yes	Late_Discovery
6147	29	10	1966	NA	NA	EMT	NA	NA	Eupausiidae	NA	NA	NA	NA	NA	No	NA
6171	10	11	1966	NA	NA	EMT	350	0	NA	NA	NA	NA	NA	NA	No	NA
666517	24	2	1968	10.525	-20.05	N113H	900	780	Eupausiidae	NA	NA	NA	NA	Night	Yes	Late_Discovery
6690	9	3	1968	NA	NA	TMT85	1000	0	Eupausiidae	Hansarsia	Hansarsia atlantica	NA	NA	NA	Yes	NA
666535	26	2	1968	10.2783	-19.82	N113H	50	0	NA	NA	NA	NA	NA	Day	Yes	Late_Discovery
5417	4	6	1964	NA	NA	1KMT	160	0	Eupausiidae	NA	NA	NA	NA	NA	No	NA
669505	13	3	1968	NA	NA	TMT85	500	410	Eupausiidae	Hansarsia	Hansarsia atlantica	NA	NA	NA	Yes	Late_Discovery
6188	18	11	1966	NA	NA	EMT	NA	NA	Eupausiidae	NA	NA	NA	NA	NA	No	NA
6170	9	11	1966	NA	NA	EMT	570	0	Eupausiidae	NA	NA	NA	NA	NA	No	NA
666223	18	2	1968	10.8917	-19.8933	TMT85	415	310	Eupausiidae	NA	NA	NA	NA	NA	No	Late_Discovery
6164	8	11	1966	NA	NA	N113H	NA	4	Eupausiidae	NA	NA	NA	NA	NA	Yes	NA
6683	5	3	1968	NA	NA	TMT85	890	0	Eupausiidae	Hansarsia	Hansarsia atlantica	NA	NA	NA	Yes	NA
6690	9	3	1968	NA	NA	TMT85	1000	0	Eupausiidae	NA	NA	NA	NA	NA	No	NA
666528	25	2	1968	10.2883	-19.8167	N113H	2120	1520	Eupausiidae	NA	NA	NA	NA	Night	Yes	Late_Discovery
706001	26	10	1969	20.54	-22.6483	RMT8B	1000	0	Eupausiidae	Hansarsia	Hansarsia atlantica	NA	NA	NA	Yes	Late_Discovery
705601	25	10	1969	22.6217	-20.0467	RMT8	1000	0	Eupausiidae	Hansarsia	Hansarsia atlantica	NA	NA	NA	Yes	Late_Discovery
708919	15	11	1969	17.8467	-25.4283	RMT1	194	112	Eupausiidae	NA	NA	NA	NA	NA	Yes	Late_Discovery
706101	27	10	1969	20.2	-22.9667	RMT1B	1000	0	Eupausiidae	Hansarsia	Hansarsia atlantica	NA	NA	NA	Yes	Late_Discovery
706401	27	10	1969	19.9717	-23.5267	RMT8B	1000	0	Eupausiidae	Hansarsia	Hansarsia atlantica	NA	NA	NA	Yes	Late_Discovery
785603	31	3	1972	29.8483	-23.0433	RMT1	1000	910	Eupausiidae	NA	NA	NA	NA	Day	Yes	Late_Discovery
708930	17	11	1969	17.9017	-25.4483	RMT1	50	20	Eupausiidae	NA	NA	NA	NA	Day	Yes	Late_Discovery
770963	1	5	1971	60.01	-20	RMT8	1250	1000	Eupausiidae	NA	NA	NA	NA	NA	Yes	Late_Discovery
706001	26	10	1969	20.54	-22.6483	RMT1B	1000	0	Eupausiidae	Hansarsia	Hansarsia atlantica	NA	NA	NA	Yes	Late_Discovery
740613	3	10	1970	39.89	-20.3017	RMT8	50	30	Eupausiidae	NA	NA	NA	NA	Night	Yes	Late_Discovery
771111	18	5	1971	52.7967	-20.0317	RMT8	300	205	Eupausiidae	NA	NA	NA	NA	Day	No	Late_Discovery
740611	2	10	1970	39.8833	-20.2683	RMT8	900	810	Eupausiidae	NA	NA	NA	NA	Night	Yes	Late_Discovery
705901	26	10	1969	21.1683	-22.1967	RMT8B	1000	0	Eupausiidae	Hansarsia	Hansarsia atlantica	NA	NA	NA	Yes	Late_Discovery
708955	22	11	1969	17.4933	-24.9417	RMT90	2000	0	Eupausiidae	Thysanopoda	Thysanopoda cornuta	NA	NA	NA	No	Late_Discovery
706501	28	10	1969	19.6833	-23.9067	RMT8	1000	0	Eupausiidae	Hansarsia	Hansarsia atlantica	NA	NA	NA	Yes	Late_Discovery
706901	29	10	1969	18.11	-25.195	RMT8B	1000	0	Eupausiidae	Thysanopoda	Thysanopoda cornuta	NA	NA	NA	No	Late_Discovery
708932	17	11	1969	17.85	-25.4333	RMT8	1250	1000	Eupausiidae	NA	NA	NA	NA	NA	Yes	Late_Discovery
740619	4	10	1970	39.99	-20.19	RMT8	21	10	Eupausiidae	NA	NA	NA	NA	Night	Yes	Late_Discovery
708912	14	11	1969	17.6233	-25.49	N113	900	800	Eupausiidae	NA	NA	NA	NA	NA	Yes	Late_Discovery
1052306	10	5	1982	-5.6983	0.49	RMT8M/3	400	500	Eupausiidae	NA	NA	NA	NA	Day	No	Late_Discovery
1038029	19	6	1981	29.9383	-34.0417	RMT8M/1	500	600	Eupausiidae	NA	NA	NA	NA	Day	Yes	Late_Discovery
740619	4	10	1970	39.99	-20.19	RMT8	21	10	Eupausiidae	Euphasuia	Euphausia krohnii	F	Adult	NA	No	Late_Discovery
850908	25	4	1979	44.0883	-12.6567	RMT8	0	1000	Eupausiidae	NA	NA	NA	NA	NA	No	Late_Discovery
METEOR91	15	2	1975	NA	NA	RMT8	205	100	Eupausiidae	Euphasuia	NA	NA	NA	Night	No	Late_Discovery
1011502	11	9	1979	49.7433	-13.9867	RMT8	600	700	Eupausiidae	NA	NA	NA	NA	NA	Yes	Late_Discovery
1024503	21	11	1980	32.43	-30.7267	RMT8M	400	435	Eupausiidae	NA	NA	NA	NA	NA	Yes	Late_Discovery
1022207	30	10	1980	33.0633	-30.0033	RMT8M	500	600	Eupausiidae	NA	NA	NA	NA	NA	Yes	Late_Discovery
1011522	12	9	1979	49.7967	-14.1383	RMT8	100	200	Eupausiidae	Hansarsia	Hansarsia megalops	M	Sub Adult	NA	No	Late_Discovery
1024113	18	11	1980	33.1633	-31.8833	RMT8	680	720	Eupausiidae	NA	NA	NA	NA	Day	Yes	Late_Discovery
1037803	7	6	1981	32.5067	-29.9383	RMT8	100	200	Eupausiidae	Stylocheiron	Stylocheiron abbreviatum	M	NA	NA	No	Late_Discovery
1024309	20	11	1980	33.0817	-31.5567	RMT8M/3	295	315	Eupausiidae	NA	NA	NA	NA	Night	Yes	Late_Discovery
1037803	7	6	1981	32.5067	-29.9383	RMT8	100	200	Eupausiidae	Stylocheiron	Stylocheiron abbreviatum	F	Adult	NA	No	Late_Discovery
1011505	11	9	1979	49.7967	-14.1517	RMT8	NA	NA	Eupausiidae	NA	NA	NA	NA	NA	No	Late_Discovery
1011510	11	9	1979	49.7367	-14.0817	RMT8	NA	NA	Eupausiidae	NA	NA	NA	NA	NA	No	Late_Discovery
1011514	12	9	1979	49.93	-14.205	RMT8	NA	NA	Eupausiidae	NA	NA	NA	NA	NA	Yes	Late_Discovery
1011516	12	9	1979	49.725	-13.96	RMT8	NA	NA	Eupausiidae	NA	NA	NA	NA	NA	No	Late_Discovery
1011524	NA	NA	NA	NA	NA	RMT8	NA	NA	Eupausiidae	NA	NA	NA	NA	NA	No	Late_Discovery
1011501	11	9	1979	49.7717	-13.9333	RMT8	NA	NA	Eupausiidae	NA	NA	NA	NA	NA	No	Late_Discovery
1011517	12	9	1979	49.695	-13.9417	RMT8	200	300	Eupausiidae	NA	NA	NA	NA	NA	Yes	Late_Discovery
1011522	12	9	1979	49.7967	-14.1383	RMT8	100	200	Eupausiidae	Hansarsia	Hansarsia megalops	F	Sub Adult	NA	No	Late_Discovery
1024301	19	11	1980	33.0483	-31.5	RMT8M	485	590	Eupausiidae	NA	NA	NA	NA	Day	Yes	Late_Discovery
1024509	22	11	1980	32.5	-30.7017	RMT8M	680	710	Eupausiidae	NA	NA	NA	NA	Day	Yes	Late_Discovery
1010506	1	9	1979	54.5583	-12.3917	RMT8	700	800	Eupausiidae	NA	NA	NA	NA	Day	Yes	Late_Discovery
1038014	18	6	1981	29.97	-34.075	RMT8M/3	1000	1100	Eupausiidae	NA	NA	NA	NA	Night	Yes	Late_Discovery
1037912	12	6	1981	34.8467	-33.0133	RMT8M/2	50	100	Eupausiidae	NA	NA	NA	NA	Night	No	Late_Discovery
1037632	28	5	1981	33.1433	-33.4517	RMT8	25	130	Eupausiidae	NA	NA	NA	NA	NA	Yes	Late_Discovery
1023213	13	11	1980	32.8017	-31.485	RMT8M	40	86	Eupausiidae	NA	NA	NA	NA	Night	Yes	Late_Discovery
1010511	1	9	1979	54.5833	-12.4633	RMT8	600	700	Eupausiidae	NA	NA	NA	NA	Night	Yes	Late_Discovery
1010807	6	9	1979	49.4233	-12.8183	RMT8M	1350	1410	Eupausiidae	NA	NA	NA	NA	Day	Yes	Late_Discovery
1024507	22	11	1980	32.455	-30.7317	RMT8M	292	305	Eupausiidae	NA	NA	NA	NA	Night	Yes	Late_Discovery
1011505	11	9	1979	49.7967	-14.1517	RMT8	300	400	Eupausiidae	Euphasuia	Euphausia krohnii	M	Adult	NA	No	Late_Discovery
1024103	17	11	1980	33.1733	-31.8883	RMT8	82	100	Eupausiidae	NA	NA	NA	NA	Night	Yes	Late_Discovery
980153	16	5	1978	42.1417	-16.8583	RMT8M	335	395	Eupausiidae	Euphasuia	Euphausia krohnii	F	NA	NA	No	Late_Discovery
980151	16	5	1978	42.1633	-16.96	RMT8M	385	425	Eupausiidae	NA	NA	NA	NA	NA	Yes	Late_Discovery
980138	15	5	1978	41.95	-16.9833	RMT8M	200	340	Eupausiidae	Euphasuia	Euphausia krohnii	F	NA	NA	No	Late_Discovery
999805	20	3	1979	-57.625	22.92	RMT8	370	410	NA	NA	NA	NA	NA	Day	No	Late_Discovery
979112	7	5	1978	49.4233	-13.8783	RMT8M	100	200	Eupausiidae	NA	NA	NA	NA	NA	No	Late_Discovery
996803	20	2	1979	-62.1117	20.9583	RMT8M/3	980	1990	Eupausiidae	Thysanoessa	Thysanoessa macrura	M	NA	NA	No	Late_Discovery
999813	20	3	1979	-57.66	22.2567	RMT8	210	30	Eupausiidae	Thysanoessa	Thysanoessa macrura	F	Adult	NA	No	Late_Discovery
954110	17	4	1977	20.085	-21.3233	RMT8	520	400	Eupausiidae	NA	NA	NA	NA	NA	Yes	Late_Discovery
950702	1	4	1977	22.735	-17.7417	LNHS/18	0	4	Eupausiidae	NA	NA	NA	NA	NA	Yes	Late_Discovery
950711	2	4	1977	23	-17.2183	LNHS/18	0	4	Eupausiidae	NA	NA	NA	NA	NA	Yes	Late_Discovery
950708	2	4	1977	22.9383	-17.2733	LNHS/18	0	4	Eupausiidae	NA	NA	NA	NA	NA	No	Late_Discovery
950706	1	4	1977	22.8917	-17.26	LNHS/18	0	4	Eupausiidae	NA	NA	NA	NA	NA	Yes	Late_Discovery
893702	17	7	1976	43.8833	-13.1033	RMT8	500	400	Eupausiidae	NA	NA	NA	NA	Night	No	Late_Discovery
